Movie Name,Language,IMDb Rating,Running Time,Year of Release,Maturity Rating,type,platform
Dictator - Yudh Ek Jung,Hindi,None,146,2016,NR,Movie,Amazon Prime
Jakkanna,Telugu,6,136,2016,13+,Movie,Amazon Prime
Elysium,Hindi,6.6,109,2013,18+,Movie,Amazon Prime
Born To Race,Marathi,6,98,2012,16+,Movie,Amazon Prime
Bandobast,Telugu,6.3,163,2019,13+,Movie,Amazon Prime
Gamer,Telugu,5.8,94,2009,18+,Movie,Amazon Prime
3 Monkeys,Telugu,6.5,128,2020,13+,Movie,Amazon Prime
Prem Ratan Dhan Payo,Hindi,4.4,164,2015,All,Movie,Amazon Prime
Ramji Rao Speaking,Malayalam,8.5,140,1989,NR,Movie,Amazon Prime
Nazrana Pyar Ka,Hindi,4.9,143,1980,NR,Movie,Amazon Prime
Endless Love,English,5,115,1981,18+,Movie,Amazon Prime
Apple Cake,Kannada, 6.5,142,2018,13+,Movie,Amazon Prime
Mr 7,Telugu,None,114,2012,NR,Movie,Amazon Prime
100,Tamil,6.5,136,2019,13+,Movie,Amazon Prime
Natha Pure Aata,Marathi,None,143,2005,All,Movie,Amazon Prime
Dennis the Menace: Memory Mayhem,English,None,68,1987,All,Movie,Amazon Prime
Sketch,Tamil,5.7,131,2018,13+,Movie,Amazon Prime
E Ki Labonye,Bengali,None,124,2016,13+,Movie,Amazon Prime
Pune Via Bihar,Marathi,4.6,127,2014,13+,Movie,Amazon Prime
The Grudge 3 (2008),English,4.7,90,2009,18+,Movie,Amazon Prime
Roaring Currents,English,7.1,105,2014,18+,Movie,Amazon Prime
"Man Who Knew Too Little, The",English,None,93,1997,13+,Movie,Amazon Prime
K.G.F: Chapter 1 (Hindi),Hindi,8.2,154,2018,13+,Movie,Amazon Prime
Ek Unad Divas,Marathi,8.3,91,2005,All,Movie,Amazon Prime
Yatra (Telugu),Telugu,8.2,125,2019,All,Movie,Amazon Prime
Sagaa,Tamil,5.9,119,2019,13+,Movie,Amazon Prime
Ishq Garaari,Punjabi,5.6,125,2013,13+,Movie,Amazon Prime
Sangliyana,Kannada,None,114,1988,NR,Movie,Amazon Prime
Charlie and the Chocolate Factory,English,6.6,114,2005,All,Movie,Amazon Prime
Kalikkoottukar,Malayalam,3.5,144,2019,All,Movie,Amazon Prime
Dui Yoddha,Bengali,None,145,2006,NR,Movie,Amazon Prime
Hangover : A Mistake of Last Peg,Kannada, 7.1,99,2019,13+,Movie,Amazon Prime
Challenge Ramudu,Telugu,None,139,1980,NR,Movie,Amazon Prime
Shakthi,Telugu,6.4,143,2019,All,Movie,Amazon Prime
Koondukkili,Tamil,7.6,104,1994,NR,Movie,Amazon Prime
iParty,English,None,47,2020,13+,Movie,Amazon Prime
The Taking of Tiger Mountain,English,6.4,137,2014,18+,Movie,Amazon Prime
Zid,Hindi,4.4,128,2014,18+,Movie,Amazon Prime
Ethiopia By Tuk tuk,English,None,87,2019,13+,Movie,Amazon Prime
Nermai,Tamil,None,150,1985,All,Movie,Amazon Prime
The Long Flight of the Phoenix,English,None,49,2020,13+,Movie,Amazon Prime
Patel Sir,Telugu,5.6,129,2017,13+,Movie,Amazon Prime
Guess Who’s Coming to Dinner,English,None,108,None,7+,Movie,Amazon Prime
Madmast Barkhaa,Hindi,3.6,102,2015,NR,Movie,Amazon Prime
Bobby,Malayalam,7,140,2017,NR,Movie,Amazon Prime
Spark: A Space Tail,English,4.5,88,2017,7+,Movie,Amazon Prime
Kuch Tum Kaho Kuch Hum Kahein,Hindi,5.6,172,2002,All,Movie,Amazon Prime
Inception,Hindi,8.8,148,2010,13+,Movie,Amazon Prime
Stripper,English,5.9,90,1986,18+,Movie,Amazon Prime
Jugni Yaaran Di,Punjabi,4.9,115,2019,13+,Movie,Amazon Prime
Marettimo,English,None,24,2020,13+,Movie,Amazon Prime
Just Let Go,English,6.8,106,2015,16+,Movie,Amazon Prime
Dracula Sir,Bengali,7.2,125,2020,13+,Movie,Amazon Prime
Party,Hindi,None,112,1984,NR,Movie,Amazon Prime
Drive Angry,Hindi,5.4,100,2011,18+,Movie,Amazon Prime
Fresh Dressed,English,6.6,82,2015,18+,Movie,Amazon Prime
Young @ Heart,English,None,103,2007,13+,Movie,Amazon Prime
Journey 2: The Mysterious Island,Hindi,5.8,94,2012,All,Movie,Amazon Prime
Mantra Shakti - Telugu,Telugu,None,117,2002,NR,Movie,Amazon Prime
Bhuvana Sundari Katha,Telugu,5.5,155,None,NR,Movie,Amazon Prime
Lift,Bengali,None,20,2018,13+,Movie,Amazon Prime
Man on a Ledge,English,6.6,102,2012,13+,Movie,Amazon Prime
Slovo House,English,8.1,81,2020,13+,Movie,Amazon Prime
The Nest of the Cuckoo Birds,English,5.2,82,None,NR,Movie,Amazon Prime
Jab Jab Phool Khile,Hindi,7,144,None,All,Movie,Amazon Prime
Al Mallu,Malayalam,4.1,128,2020,All,Movie,Amazon Prime
Upstream Color,English,6.7,96,2013,13+,Movie,Amazon Prime
Desh Re Joya Dada Pardesh Joya,Gujarati, 7.4,164,1998,All,Movie,Amazon Prime
Rush Hour 2,Hindi,6.6,90,2001,18+,Movie,Amazon Prime
Adhipathi,Telugu,5.4,151,2001,NR,Movie,Amazon Prime
Bangaru Bullodu,Telugu,5.7,153,1993,All,Movie,Amazon Prime
Is the Village Dying?,English,None,49,2020,13+,Movie,Amazon Prime
Paattinte Palazhy,Malayalam,4.4,130,2010,All,Movie,Amazon Prime
Oohalu Gusagusalade,Telugu,7.7,131,2014,All,Movie,Amazon Prime
Deck the Halls,English,5,92,2006,13+,Movie,Amazon Prime
Aithe 2.0,Telugu,None,122,2018,18+,Movie,Amazon Prime
Fera Feri Hera Pheri,Gujarati, 7.4,143,2018,13+,Movie,Amazon Prime
Sagar Sangame,Bengali,None,103,2017,13+,Movie,Amazon Prime
Lechmi,Malayalam,4.9,149,2017,18+,Movie,Amazon Prime
Anthony Kaun Hai,Hindi,5.2,122,2006,13+,Movie,Amazon Prime
A Call to Spy,Hindi,6.3,124,2020,16+,Movie,Amazon Prime
Astro Boy,English,6.3,93,2009,7+,Movie,Amazon Prime
How The Earth Became Round,English,None,60,2019,13+,Movie,Amazon Prime
Danga,Bengali,None,147,1994,NR,Movie,Amazon Prime
Utsargo,Bengali,None,91,1983,NR,Movie,Amazon Prime
Born To Race : Fast Track,Hindi,5.3,97,2014,16+,Movie,Amazon Prime
Mantra Shakti - Bengali,Bengali,None,103,None,NR,Movie,Amazon Prime
Kempe Gowda,Kannada,7.1,140,2011,NR,Movie,Amazon Prime
The Prince and Me,English,5.9,110,2004,7+,Movie,Amazon Prime
Har Har Byomkesh,Bengali,6.8,113,2017,13+,Movie,Amazon Prime
Dilliwala Rajakumaran,Malayalam,5.9,108,1996,NR,Movie,Amazon Prime
Bombhaat,Telugu,6.4,132,2020,16+,Movie,Amazon Prime
Sudhu Tomaree Pratiksha,Bengali,None,106,2018,13+,Movie,Amazon Prime
Sadhuram 2,Tamil,6.8,92,2016,13+,Movie,Amazon Prime
Chakra,Bengali,8.7,122,2006,NR,Movie,Amazon Prime
Just a Sigh,English,6.4,100,2013,7+,Movie,Amazon Prime
Priyuralu Pilichindi,Telugu,None,157,2000,All,Movie,Amazon Prime
Nil Battey Sannata,Hindi,8.3,104,2016,NR,Movie,Amazon Prime
Goraay Gondogol,Bengali,None,154,2018,13+,Movie,Amazon Prime
The Raid: Redemption,Telugu,7.6,97,2012,18+,Movie,Amazon Prime
Final Destination 5,Telugu,5.8,91,2011,18+,Movie,Amazon Prime
Skaters & Thieves,English,None,23,2020,13+,Movie,Amazon Prime
The Courier,Tamil,4.8,99,2019,18+,Movie,Amazon Prime
Daredevil,English,5.3,103,2003,18+,Movie,Amazon Prime
It Felt Like Love,English,5.7,82,2013,NR,Movie,Amazon Prime
High School 2,Telugu,5.4,105,2011,NR,Movie,Amazon Prime
Surya,Bengali,5.7,141,2017,13+,Movie,Amazon Prime
The Closed Door,Hindi,None,111,2014,NR,Movie,Amazon Prime
Boss,Bengali,None,137,2019,13+,Movie,Amazon Prime
Journey,Kannada,6.3,120,2011,NR,Movie,Amazon Prime
Dora And The Lost City Of Gold,English,6.1,102,2019,7+,Movie,Amazon Prime
Royal Bengal Rahasya,Bengali,7.2,107,2017,13+,Movie,Amazon Prime
Taraana,Hindi,None,111,1979,NR,Movie,Amazon Prime
Mantra – Sounds of Silence,English,None,57,2019,13+,Movie,Amazon Prime
Yogi,Kannada,None,142,2009,13+,Movie,Amazon Prime
Ubiquity,English,6.6,55,2020,13+,Movie,Amazon Prime
Superman Returns,Tamil,6,154,2006,All,Movie,Amazon Prime
Hashi Khushi Club,Bengali,None,115,2009,All,Movie,Amazon Prime
Chokher Bali,Bengali,7,149,2003,13+,Movie,Amazon Prime
Clash Of The Titans,English,5.8,106,2010,13+,Movie,Amazon Prime
Jhoothi Shaan,Hindi,5.2,139,1991,NR,Movie,Amazon Prime
Khabardar,Marathi,6.9,150,2005,All,Movie,Amazon Prime
Hero No. 1,Hindi,6.1,130,1997,NR,Movie,Amazon Prime
Churchill,English,6.1,104,2017,16+,Movie,Amazon Prime
Thaai Pirandhaal,Tamil,None,138,1974,NR,Movie,Amazon Prime
Marte Dam Tak,Hindi,4.8,125,1987,All,Movie,Amazon Prime
Bade Miyan Chote Miyan,Hindi,None,138,1988,NR,Movie,Amazon Prime
Abhoyer Biye,Bengali,6.2,127,2017,13+,Movie,Amazon Prime
Anhonee,Hindi,7.2,127,1972,All,Movie,Amazon Prime
Sullu,Malayalam,6.6,102,2019,All,Movie,Amazon Prime
City Of Gold - Mumbai 1982,Hindi,6.8,144,2010,13+,Movie,Amazon Prime
Devdas,Bengali,7.6,140,2005,All,Movie,Amazon Prime
Odeya,Kannada, 4.4,162,2019,13+,Movie,Amazon Prime
Bal Ganesh Part II,Hindi,6.8,73,2009,All,Movie,Amazon Prime
The White Haired Witch Of Lunar Kingdom,Hindi,5.4,99,2016,13+,Movie,Amazon Prime
Khud-Daar,Hindi,6.9,163,1982,All,Movie,Amazon Prime
Naach Nagini Naach Re,Bengali,5.7,157,2017,13+,Movie,Amazon Prime
Contract To Kill,Tamil,3.4,88,2016,13+,Movie,Amazon Prime
And Soon the Darkness,English,5.2,91,2010,18+,Movie,Amazon Prime
Shakti,Telugu,None,168,2011,18+,Movie,Amazon Prime
Fogo,English,None,61,2012,NR,Movie,Amazon Prime
Oram Po,Tamil,6.7,109,2007,All,Movie,Amazon Prime
Raja Babu,Bengali,6.3,165,2017,13+,Movie,Amazon Prime
Dharani Mandala Madhyadolage,Kannada,7.5,146,1983,NR,Movie,Amazon Prime
Shakthi Yukthi,Kannada,None,102,1992,NR,Movie,Amazon Prime
Guru Dakshina,Bengali,7.2,146,2017,13+,Movie,Amazon Prime
Rojulu Marayi (New),Telugu,5.8,131,2016,13+,Movie,Amazon Prime
Black and Blue,English,6.4,107,2019,18+,Movie,Amazon Prime
The Warrior's Way,English,6.3,96,2010,18+,Movie,Amazon Prime
Navri Mile Navryala,Marathi,7.6,142,1984,All,Movie,Amazon Prime
Suhaagan,Hindi,6.1,144,1986,All,Movie,Amazon Prime
Lovers,Telugu,None,122,2014,13+,Movie,Amazon Prime
Chitralahari,Telugu,7.1,119,2019,All,Movie,Amazon Prime
Art of Darkness,English,3.2,85,2020,13+,Movie,Amazon Prime
Bobbili Dora,Telugu,None,123,1997,NR,Movie,Amazon Prime
6 - 5  2,Hindi,4.2,103,2014,13+,Movie,Amazon Prime
Tahaan,Hindi,7.1,94,2008,All,Movie,Amazon Prime
Premalayam,Telugu,None,184,1994,All,Movie,Amazon Prime
Aatishbaazi Ishq,Punjabi,5.4,145,2016,13+,Movie,Amazon Prime
Resident Evil: Extinction,English,6.3,94,2007,18+,Movie,Amazon Prime
Harry Potter and the Chamber of Secrets,English,7.4,160,2002,All,Movie,Amazon Prime
Aanandam,Malayalam,7.2,118,2016,All,Movie,Amazon Prime
Kaiyethum Doorath,Malayalam,3.4,146,2002,NR,Movie,Amazon Prime
Talaash - The Hunt Begins,Hindi,4.7,152,2003,13+,Movie,Amazon Prime
Cappuccino,Marathi,5.4,122,2014,All,Movie,Amazon Prime
Western Stars,English,7.5,83,2019,13+,Movie,Amazon Prime
Enakku 20 Unakku 18,Tamil,5.3,157,2003,13+,Movie,Amazon Prime
Waqt,Hindi,7.8,132,None,All,Movie,Amazon Prime
Sawaal,Kannada,6.1,118,2014,NR,Movie,Amazon Prime
Fighting Is From The Sea,English,None,86,2020,13+,Movie,Amazon Prime
Born To Race : Fast Track,Marathi,5.3,97,2014,16+,Movie,Amazon Prime
The Lodge,Telugu,6.1,108,2020,18+,Movie,Amazon Prime
Aase Abhilashe,Kannada,None,91,2000,NR,Movie,Amazon Prime
Driven to Kill,English,5.1,98,2009,18+,Movie,Amazon Prime
Jagadeka Veeruni Katha,Telugu,7.8,172,None,All,Movie,Amazon Prime
Antim Swash Sundar,Bengali,5.7,103,2010,NR,Movie,Amazon Prime
Badlapur,Hindi,7.4,134,2015,NR,Movie,Amazon Prime
"An American Girl Story: Summer Camp, Friends For Life [Ultra HD]",English,6.4,32,2017,All,Movie,Amazon Prime
Dreams,Tamil,5.5,149,2004,13+,Movie,Amazon Prime
Lucy,English,6.4,89,2014,18+,Movie,Amazon Prime
Kurra Chestalu,Telugu,None,146,1994,NR,Movie,Amazon Prime
Pita Putra,Bengali,None,129,None,NR,Movie,Amazon Prime
10 Kalpanakal,Malayalam,5.8,123,2016,13+,Movie,Amazon Prime
The Trip to Bountiful,English,7.5,107,1985,7+,Movie,Amazon Prime
Humraaz,Hindi,6.4,166,2002,13+,Movie,Amazon Prime
Dead Drop,Hindi,None,86,2013,NR,Movie,Amazon Prime
Sathi Amaar Bondhu Amar,Bengali,None,134,2017,13+,Movie,Amazon Prime
Varaprasadham,Tamil,None,147,1976,NR,Movie,Amazon Prime
The Little Traitor,English,7,89,2009,13+,Movie,Amazon Prime
Bad Boys,Hindi,6.9,118,1995,13+,Movie,Amazon Prime
Aadi Lakshmi Puraana,Kannada, 6.4,121,2019,13+,Movie,Amazon Prime
Royal Deceit,English,5.6,107,1994,18+,Movie,Amazon Prime
GIRGITLE,Kannada, 6.4,146,2019,18+,Movie,Amazon Prime
Overcomer,English,6.7,119,2019,7+,Movie,Amazon Prime
Desaadanam,Malayalam,7.2,130,1996,All,Movie,Amazon Prime
Blue Moon,Kannada,7.7,109,2013,NR,Movie,Amazon Prime
Kala Bazaar,Hindi,5.5,144,1989,All,Movie,Amazon Prime
Debdoot,Bengali,None,151,2017,13+,Movie,Amazon Prime
Bojhena Shey Bojhena,Bengali,7.6,140,2018,13+,Movie,Amazon Prime
Raja Rishi Viswamithrudu,Telugu,None,144,1985,NR,Movie,Amazon Prime
Men in Black,Hindi,7.3,97,1997,13+,Movie,Amazon Prime
Vinci Da,Bengali,7.3,113,2019,16+,Movie,Amazon Prime
Benedictine Monastery in Abu Ghosh,English,None,26,2020,13+,Movie,Amazon Prime
The Upside,English,7,125,2019,16+,Movie,Amazon Prime
Aakhri Deal,Hindi,None,99,2013,NR,Movie,Amazon Prime
Noni Gopaler Biye,Bengali,None,122,1973,NR,Movie,Amazon Prime
Kelor Kirti,Bengali,4.2,153,2017,13+,Movie,Amazon Prime
Fidaa,Bengali,4.9,146,2018,13+,Movie,Amazon Prime
War (Hindi),Hindi,6.5,151,2019,13+,Movie,Amazon Prime
Anveshanam,Malayalam,6,99,2020,All,Movie,Amazon Prime
The Defender,Bengali,4.9,87,2004,18+,Movie,Amazon Prime
PlayMe Burlesque,English,5.8,50,2019,13+,Movie,Amazon Prime
Kareeb,Hindi,6.5,148,1998,All,Movie,Amazon Prime
Sex and Broadcasting,English,6.8,78,2014,NR,Movie,Amazon Prime
Middle Class Melodies,Telugu,7.7,135,2020,16+,Movie,Amazon Prime
Arcadia,English,None,91,2012,16+,Movie,Amazon Prime
Ji Chahta Hai,Hindi,5.9,99,None,NR,Movie,Amazon Prime
Don't Breathe,English,7.1,88,2016,18+,Movie,Amazon Prime
Appudala Ippudila,Telugu,None,131,2016,All,Movie,Amazon Prime
Banglar Bodhu,Bengali,None,159,1998,NR,Movie,Amazon Prime
Oru Maravathoor Kanavu,Malayalam,6.9,131,1998,All,Movie,Amazon Prime
Adimurai,Kannada, 5.7,140,2020,All,Movie,Amazon Prime
Second Best,English,6.8,105,1994,13+,Movie,Amazon Prime
Yaare Neenu Cheluve,Kannada, 8,140,1998,13+,Movie,Amazon Prime
Ghawre Bairey Aaj,Bengali,6.3,133,2019,16+,Movie,Amazon Prime
The Incredible Hulk,Hindi,6.7,112,2008,13+,Movie,Amazon Prime
Onnum Mindatha Bharya,Malayalam,None,144,1984,NR,Movie,Amazon Prime
Anokha Milan,Hindi,6.3,125,1972,NR,Movie,Amazon Prime
Dekh Kemon Lage,Bengali,4.3,138,2018,13+,Movie,Amazon Prime
Australia on Fire,English,None,57,2020,13+,Movie,Amazon Prime
Bermuda Tentacles ( English ),English,3.5,85,2014,All,Movie,Amazon Prime
Pathey Holo Deri,Bengali,7.8,125,None,NR,Movie,Amazon Prime
Amish Grace,English,7.1,88,2010,13+,Movie,Amazon Prime
Theeran Adhigaaram Ondru,Tamil,8.2,156,2017,13+,Movie,Amazon Prime
Thayiya Madilalli,Kannada,None,153,1981,NR,Movie,Amazon Prime
Harry Potter and the Deathly Hallows: Part 1,English,7.7,146,2010,13+,Movie,Amazon Prime
Winner,Tamil,6.3,145,2003,13+,Movie,Amazon Prime
Another 48 Hrs.,English,5.9,95,1990,18+,Movie,Amazon Prime
Aruvi,Tamil,8.5,130,2017,13+,Movie,Amazon Prime
Malibu Shark Attack,Telugu,3.2,86,2009,18+,Movie,Amazon Prime
Chakravarthy,Tamil,7,134,1995,NR,Movie,Amazon Prime
Phuntroo,Marathi,5.5,130,2016,NR,Movie,Amazon Prime
Shah Jahan Regency,Bengali,6.5,153,2019,13+,Movie,Amazon Prime
Bakrid,Tamil,7.3,118,2019,All,Movie,Amazon Prime
Bindur Chheley,Bengali,None,109,1973,NR,Movie,Amazon Prime
Jumper,English,6.1,88,2008,13+,Movie,Amazon Prime
Aradhana,Hindi,7.6,158,None,All,Movie,Amazon Prime
Suraj,Hindi,6.7,162,None,All,Movie,Amazon Prime
Yevadu,Telugu,5.6,165,2014,13+,Movie,Amazon Prime
Badaltey Rishtey,Hindi,6.8,136,1978,All,Movie,Amazon Prime
Pata Nahi Rabb Kehdeyan Rangan Ch Raazi,Punjabi,6.5,153,2012,All,Movie,Amazon Prime
Thudarkadha,Malayalam,6.5,141,1991,NR,Movie,Amazon Prime
"The Cat, the Reverend and the Slave",English,7.3,79,2009,NR,Movie,Amazon Prime
Mahanagar @ Kolkata,Bengali,None,97,2017,13+,Movie,Amazon Prime
Avane Srimannarayana,Kannada, 7.9,183,2019,13+,Movie,Amazon Prime
Mortal Kombat Legends: Scorpion's Revenge,English,7.4,79,2020,18+,Movie,Amazon Prime
Vellai Pookal,Tamil,7.2,120,2019,13+,Movie,Amazon Prime
Palace of Silents: The Silent Movie Theatre in Los Angeles,English,None,76,2010,NR,Movie,Amazon Prime
Hera Pheri,Hindi,8.2,133,2000,7+,Movie,Amazon Prime
Paarthale Paravasam,Tamil,5.4,146,2001,13+,Movie,Amazon Prime
Perumazhakkalam,Malayalam,7.1,111,2004,All,Movie,Amazon Prime
Mana Mecchida Madadi,Kannada,7.6,157,1963,NR,Movie,Amazon Prime
Dry Day,Hindi,None,6,2017,All,Movie,Amazon Prime
Super Sketch,Telugu,6.8,119,2018,18+,Movie,Amazon Prime
Tasher Ghawr,Bengali,6,47,2020,13+,Movie,Amazon Prime
Tyagi,Hindi,5.1,136,1992,All,Movie,Amazon Prime
Mumbai Matinee,Hindi,5.2,115,2003,13+,Movie,Amazon Prime
Imaikkaa Nodigal,Tamil,7.4,168,2018,16+,Movie,Amazon Prime
The Legend of Tarzan,Hindi,6.2,109,2016,13+,Movie,Amazon Prime
Pati Parameshwar,Bengali,4.6,131,2014,All,Movie,Amazon Prime
Chinna Chinna Tappulu,Telugu,None,70,2002,NR,Movie,Amazon Prime
Deewane,Hindi,4.7,160,2000,13+,Movie,Amazon Prime
Makalkku,Malayalam,6.7,92,2005,All,Movie,Amazon Prime
Preetivaatsalya,Kannada,None,142,1984,NR,Movie,Amazon Prime
Givenchy: A Star is Born,English,None,24,2020,13+,Movie,Amazon Prime
Flight 192,English,5,85,2016,16+,Movie,Amazon Prime
Ta Ra Rum Pum,Hindi,5.6,155,2007,All,Movie,Amazon Prime
Anand,Hindi,8.4,116,1970,All,Movie,Amazon Prime
"Karl Lagerfeld, The Kaiser of Fashion",English,None,44,2020,13+,Movie,Amazon Prime
Ente Ummante Peru,Malayalam,6.7,128,2018,13+,Movie,Amazon Prime
Rajoo Dada,Hindi,3.8,125,1992,NR,Movie,Amazon Prime
Birds of Prey,English,6.1,108,2020,18+,Movie,Amazon Prime
Dwelling in Travelling,English,None,67,2020,13+,Movie,Amazon Prime
Premaanuraagam,Telugu,None,169,1999,All,Movie,Amazon Prime
Rhythm,Tamil,7.5,141,2000,All,Movie,Amazon Prime
Red Dragon,English,7.2,124,2002,18+,Movie,Amazon Prime
Rajdanda,Bengali,None,132,2017,13+,Movie,Amazon Prime
Refugee,Bengali,4.9,155,2017,13+,Movie,Amazon Prime
Take One,Bengali,5.1,97,2014,NR,Movie,Amazon Prime
Pramukhan,Malayalam,None,123,2009,NR,Movie,Amazon Prime
Alexander The Great,Malayalam,5.8,144,2010,NR,Movie,Amazon Prime
Arishina Kumkuma - 1996,Kannada,None,158,1996,NR,Movie,Amazon Prime
Tejaswini - Kannada,Kannada,None,133,1996,NR,Movie,Amazon Prime
Thousand Oru Note Paranja Katha,Malayalam,2,129,2015,All,Movie,Amazon Prime
Saaho (Telugu),Telugu,5.2,169,2019,13+,Movie,Amazon Prime
Thallana,Kannada, 6.6,109,2013,All,Movie,Amazon Prime
Adam Resurrected,English,6.3,106,2008,16+,Movie,Amazon Prime
Iniyum Kadha Thudarum,Malayalam,7,139,1985,NR,Movie,Amazon Prime
Adhikar - Bengali,Bengali,None,149,1992,NR,Movie,Amazon Prime
Men in Black II,English,6.2,88,2002,16+,Movie,Amazon Prime
Khwab,Hindi,6,133,1980,All,Movie,Amazon Prime
Chandramukhi,Telugu,7.1,82,1990,NR,Movie,Amazon Prime
Little Women,Telugu,7.8,134,2019,All,Movie,Amazon Prime
LIFE STORIES,English,None,57,2020,13+,Movie,Amazon Prime
Bioscope,Marathi,5.8,131,2015,13+,Movie,Amazon Prime
Ahankaar,Hindi,5.9,155,1995,All,Movie,Amazon Prime
Aflatoon,Hindi,4.6,147,1997,13+,Movie,Amazon Prime
Kaly,Malayalam,5.3,153,2018,All,Movie,Amazon Prime
Pail Te Sumbaran,Marathi,8,129,2009,13+,Movie,Amazon Prime
Munthanai Mudichu,Tamil,6.9,150,1983,18+,Movie,Amazon Prime
Baap Numbri Beta Dus Numbri,Hindi,6,146,1990,13+,Movie,Amazon Prime
Gringo,Telugu,6.1,106,2018,16+,Movie,Amazon Prime
Asehi Ekada Vhave,Marathi,7,119,2018,NR,Movie,Amazon Prime
Chhutti Jashe Chhakka,Gujarati,None,148,2018,13+,Movie,Amazon Prime
Laal Kuthi,Bengali,None,123,2017,13+,Movie,Amazon Prime
The Goldfinch,English,6.3,149,2019,18+,Movie,Amazon Prime
Bazzimaat,Bengali,5.6,158,2008,NR,Movie,Amazon Prime
Donnie Darko,English,8,113,2001,18+,Movie,Amazon Prime
Nuclear 2.0,English,None,48,2020,13+,Movie,Amazon Prime
The Bag Man,English,5.2,104,2014,18+,Movie,Amazon Prime
Silencer,Malayalam,8.1,104,2020,All,Movie,Amazon Prime
"Spring Night, Summer Night",English,None,83,None,18+,Movie,Amazon Prime
The Smurfs 2,Tamil,5.3,104,2013,7+,Movie,Amazon Prime
Ghar Sansar,Bengali,None,153,1993,NR,Movie,Amazon Prime
Chambal,Kannada, 7.4,109,2019,13+,Movie,Amazon Prime
Hello Brother,Hindi,4.7,128,1999,13+,Movie,Amazon Prime
Prince,Hindi,4.2,129,2010,13+,Movie,Amazon Prime
Sudhu Ekti Bachhar,Bengali,None,134,None,NR,Movie,Amazon Prime
Kodipunju,Telugu,None,137,2011,16+,Movie,Amazon Prime
Mumbhai Connection,Hindi,5.2,88,2014,NR,Movie,Amazon Prime
Wish You Happy Breakup,Telugu,7.4,105,2016,13+,Movie,Amazon Prime
Dumb and Dumber To,English,5.6,104,2014,18+,Movie,Amazon Prime
Minugurulu,Kannada, 7.5,117,2014,13+,Movie,Amazon Prime
American Pie 2,English,6.4,104,2001,13+,Movie,Amazon Prime
A Dark Room,English,9.4,52,2020,13+,Movie,Amazon Prime
Khajoor Pe Atke,Hindi,5.6,118,2018,NR,Movie,Amazon Prime
"Liar, Liar",English,6.9,86,1997,16+,Movie,Amazon Prime
Uriyadi,Tamil,8,90,2016,18+,Movie,Amazon Prime
Black Magic,English,None,105,None,13+,Movie,Amazon Prime
The Lift,English,4.6,70,2020,16+,Movie,Amazon Prime
Resident Evil: Apocalypse,English,6.2,93,2004,18+,Movie,Amazon Prime
Maryada Ramanna,Telugu,7.4,130,2010,All,Movie,Amazon Prime
Krishna Bhakta Sudama,Bengali,None,92,1988,NR,Movie,Amazon Prime
Mahanati (Malayalam),Malayalam,8.5,166,2018,All,Movie,Amazon Prime
Percy,English,6.7,123,1989,NR,Movie,Amazon Prime
Kavi,Bengali,6.9,124,None,NR,Movie,Amazon Prime
Legend Of Buddha,Hindi,6.6,87,2004,All,Movie,Amazon Prime
Luv Ka The End,Hindi,4.8,106,2011,13+,Movie,Amazon Prime
Waqt Ki Awaz,Hindi,6.3,156,1988,18+,Movie,Amazon Prime
Unhinged,Hindi,6,90,2020,18+,Movie,Amazon Prime
Sapnay,Hindi,7,142,1997,All,Movie,Amazon Prime
Kickboxer: Retaliation,English,5,110,2018,18+,Movie,Amazon Prime
Bhalobasa Bhalobasa,Bengali,7.1,139,2017,13+,Movie,Amazon Prime
Sri Sri Ramkrishna Kathamrita,Bengali,None,122,1982,NR,Movie,Amazon Prime
One Good Turn,English,5.2,88,1996,18+,Movie,Amazon Prime
The Incredible Hulk,English,6.7,112,2008,13+,Movie,Amazon Prime
Tommy,Telugu,6.6,105,2015,All,Movie,Amazon Prime
Megh Kalo,Bengali,7.2,109,None,NR,Movie,Amazon Prime
Amma Cheppindhi,Telugu,7.2,142,2006,13+,Movie,Amazon Prime
Salt and Fire,English,4.2,97,2017,16+,Movie,Amazon Prime
Shelter,English,6.5,50,2019,13+,Movie,Amazon Prime
Welcome Back,Hindi,4.2,148,2015,NR,Movie,Amazon Prime
The Don,Malayalam,4.2,133,2006,18+,Movie,Amazon Prime
Anacondas: The Hunt for the Blood Orchid,Hindi,4.7,96,2004,16+,Movie,Amazon Prime
Baa Nanna Preethisu,Kannada,None,128,1992,NR,Movie,Amazon Prime
Aborto,Bengali,6,111,2018,13+,Movie,Amazon Prime
Karthikeya,Telugu,7.4,114,2014,13+,Movie,Amazon Prime
M Cream,Hindi,5.6,116,2014,18+,Movie,Amazon Prime
7 1/2 Phere - More Than A Wedding,Hindi,5.3,132,2005,All,Movie,Amazon Prime
Kotha Bangaru Lokam,Telugu,6.9,149,2008,All,Movie,Amazon Prime
Allari Police,Telugu,5.1,141,1994,NR,Movie,Amazon Prime
Nagordola,Bengali,7.5,144,2019,13+,Movie,Amazon Prime
Scenes from Allen’s Last Three Days on Earth as a Spirit,English,None,65,1997,NR,Movie,Amazon Prime
Agni Pariksha,Bengali,None,136,None,NR,Movie,Amazon Prime
Who Cares,English,5.3,79,2020,13+,Movie,Amazon Prime
Girlz,Marathi,4.3,134,2019,13+,Movie,Amazon Prime
