Movie Name,Language,IMDb Rating,Running Time,Year of Release,Maturity Rating,type,platform
Transformers: Revenge of the Fallen,Hindi,6,149,2009,13+,Movie,Amazon Prime
The Witch: Part 1 - The Subversion,Hindi,7.1,120,2018,18+,Movie,Amazon Prime
The Descent Part 2,Tamil,5.8,89,2010,18+,Movie,Amazon Prime
Dante's Inferno,English,None,88,2010,18+,Movie,Amazon Prime
Baabul,Hindi,5.4,162,2006,All,Movie,Amazon Prime
Sargi,Punjabi,5.8,123,2017,All,Movie,Amazon Prime
An American Werewolf in London,English,7.5,97,1981,18+,Movie,Amazon Prime
Oru Sayahnathinte Swapnam,Malayalam,6.3,122,1989,NR,Movie,Amazon Prime
Amityville: A New Generation (4K Restored),English,3.8,91,1993,18+,Movie,Amazon Prime
Padma Nadir Majhi,Bengali,8.2,131,1992,All,Movie,Amazon Prime
Gajamukta,Bengali,None,127,1994,NR,Movie,Amazon Prime
Dangerous Intentions,English,6.1,93,1995,13+,Movie,Amazon Prime
Kaalam Maari Pochu,Tamil,None,155,1996,NR,Movie,Amazon Prime
334 Va Kadha,Telugu,None,120,2017,18+,Movie,Amazon Prime
Ranangan,Marathi,5.5,128,2018,13+,Movie,Amazon Prime
Satbhai,Bengali,None,150,2000,NR,Movie,Amazon Prime
Sanyasi,Hindi,6.7,148,1975,NR,Movie,Amazon Prime
Middle Class Melodies (Kannada),Kannada, 7.7,135,2020,16+,Movie,Amazon Prime
50 First Dates,English,6.8,99,2004,13+,Movie,Amazon Prime
Vasantha Geetha,Kannada,8.5,161,1980,NR,Movie,Amazon Prime
Aladin,Hindi,4.6,132,2009,NR,Movie,Amazon Prime
Okkadunnadu,Telugu,7.4,130,2007,18+,Movie,Amazon Prime
Nirdharita Shilpir Anupasthiti,Bengali,None,132,2018,13+,Movie,Amazon Prime
Guns Akimbo,Telugu,6.3,93,2020,18+,Movie,Amazon Prime
Ishq,Malayalam,7.5,132,2019,13+,Movie,Amazon Prime
Roja (Telugu),Telugu,None,138,1992,All,Movie,Amazon Prime
Barsati Gang,Hindi,None,133,2017,NR,Movie,Amazon Prime
Inspector Gadget Saves Christmas,English,5.8,22,1992,All,Movie,Amazon Prime
SkyBound,Marathi,4.7,81,2017,16+,Movie,Amazon Prime
Bonpalashir Padabali,Bengali,None,139,2017,13+,Movie,Amazon Prime
Urge,English,4.4,87,2016,18+,Movie,Amazon Prime
The Wretched,Hindi,5.8,95,2020,18+,Movie,Amazon Prime
Anbu Sagotharan,Tamil,8.7,158,2005,13+,Movie,Amazon Prime
Treasure Island,English,7.1,70,2002,7+,Movie,Amazon Prime
13aam Number Veedu,Tamil,2.9,106,2020,16+,Movie,Amazon Prime
Veedu Theda,Telugu,6,131,2011,NR,Movie,Amazon Prime
Mouna Ragam,Tamil,8.4,138,1986,All,Movie,Amazon Prime
Jis Desh Mein Ganga Rehta Hain,Hindi,4.9,146,2000,All,Movie,Amazon Prime
Small Apartments,English,6.1,95,2013,18+,Movie,Amazon Prime
Egire Paavurama,Telugu,None,142,1997,NR,Movie,Amazon Prime
Njanum Ente Sreeyum,Malayalam,None,124,2011,All,Movie,Amazon Prime
Knowing,English,6.2,121,2009,13+,Movie,Amazon Prime
Gujjubhai Banya Dabang,Gujarati, 8.2,153,2018,13+,Movie,Amazon Prime
Snow White & the Huntsman,Hindi,6.1,127,2012,13+,Movie,Amazon Prime
AINA,English,None,23,2019,13+,Movie,Amazon Prime
Little Women,Tamil,7.8,134,2019,All,Movie,Amazon Prime
The Nut Job 2,Hindi,5.5,86,2017,7+,Movie,Amazon Prime
Batman v Superman: Dawn of Justice,Hindi,6.4,151,2016,13+,Movie,Amazon Prime
Kadhalar Dhinam,Tamil,6.3,151,1999,All,Movie,Amazon Prime
Belli Modagalu,Kannada,None,119,1992,NR,Movie,Amazon Prime
Seethakaathi,Tamil,7,172,2018,13+,Movie,Amazon Prime
Ghazi (Telugu),Telugu,7.6,116,2017,All,Movie,Amazon Prime
It's My Life,Telugu,5.3,118,2014,All,Movie,Amazon Prime
Tigerland,English,6.9,100,2000,18+,Movie,Amazon Prime
Ponza and Palmarola,English,None,22,2020,13+,Movie,Amazon Prime
Ekdin Pratidin,Bengali,7.2,86,2017,13+,Movie,Amazon Prime
Kakhono Megh,Bengali,None,117,None,NR,Movie,Amazon Prime
The Carrier,English,3.9,90,2015,18+,Movie,Amazon Prime
Housefull 3,Hindi,5,134,2016,NR,Movie,Amazon Prime
Pratisodh,Bengali,None,123,1981,NR,Movie,Amazon Prime
Westall '66: A Suburban UFO Mystery,English,6.5,49,2010,7+,Movie,Amazon Prime
Dalapathi,Telugu,8.5,158,1991,13+,Movie,Amazon Prime
XXX,English,5.9,124,2002,13+,Movie,Amazon Prime
Aakrosh,Bengali,7,137,1989,All,Movie,Amazon Prime
The Creepy Line,English,6.9,56,2020,13+,Movie,Amazon Prime
Dancer,Hindi,None,149,1991,All,Movie,Amazon Prime
Hrudaya Hadithu,Kannada,None,144,1991,NR,Movie,Amazon Prime
"Anne Morgan, An American On The Front",English,None,53,2020,13+,Movie,Amazon Prime
Ek Ajooba,Hindi,6,71,2000,All,Movie,Amazon Prime
Honey Boy,Hindi,7.3,94,2019,18+,Movie,Amazon Prime
Ittefaq,Hindi,7.4,105,None,All,Movie,Amazon Prime
Lolita,Bengali,6.9,122,1984,13+,Movie,Amazon Prime
Evadi Gola Vaadidi,Telugu,6.5,149,2005,18+,Movie,Amazon Prime
Mounto,Hindi,4.8,114,1975,NR,Movie,Amazon Prime
Blow The Man Down,English,6.4,91,2020,16+,Movie,Amazon Prime
U Turn (Hindi),Hindi,7.5,121,2019,13+,Movie,Amazon Prime
RISING FROM THE RUINS,English,None,52,2020,13+,Movie,Amazon Prime
22 Yards,Hindi,6.1,126,2019,All,Movie,Amazon Prime
Prawn Pepper Fry,Bengali,None,3,2020,13+,Movie,Amazon Prime
Camargue's White Gold,English,None,26,2020,13+,Movie,Amazon Prime
Baranda,Bengali,None,130,2017,NR,Movie,Amazon Prime
Jhinder Bondi,Bengali,None,103,None,NR,Movie,Amazon Prime
We Come as Friends,English,7.5,109,2014,NR,Movie,Amazon Prime
Kinavalli (Hindi),Hindi,6.6,119,2020,All,Movie,Amazon Prime
Chandni Bar,Hindi,7.6,144,2001,13+,Movie,Amazon Prime
Bridget Jones' Diary,Hindi,6.7,97,2001,18+,Movie,Amazon Prime
Stephen King's Doctor Sleep,English,7.3,151,2019,18+,Movie,Amazon Prime
Sindoor,Hindi,5.2,165,1987,All,Movie,Amazon Prime
Pokkiri Simon,Malayalam,4.8,144,2017,All,Movie,Amazon Prime
Final Destination 3,Hindi,5.8,92,2006,18+,Movie,Amazon Prime
Judwaa,Hindi,6,133,1997,13+,Movie,Amazon Prime
Dog Power,English,7.3,25,2020,13+,Movie,Amazon Prime
Chupkotha,Bengali,None,114,2018,13+,Movie,Amazon Prime
Tik Tik Tik,Tamil,6,134,1981,NR,Movie,Amazon Prime
Ventilator,Gujarati, 7.7,140,2018,All,Movie,Amazon Prime
KisseBaaz,Hindi,4.5,121,2019,13+,Movie,Amazon Prime
Naga Devathe,Kannada,5.8,150,2000,NR,Movie,Amazon Prime
Zoo Lovers,English,None,52,2020,13+,Movie,Amazon Prime
Letter from Siberia,English,7.6,58,None,NR,Movie,Amazon Prime
Chudail Story,Hindi,2.4,99,2016,18+,Movie,Amazon Prime
Ocean's Thirteen,English,6.9,122,2007,13+,Movie,Amazon Prime
Dongallo Dora,Telugu,None,97,None,NR,Movie,Amazon Prime
Shorgul,Hindi,5.7,124,2013,13+,Movie,Amazon Prime
I Am Kalam,Bengali,8,88,2011,All,Movie,Amazon Prime
Mirrors,English,6.2,111,2008,18+,Movie,Amazon Prime
Greed,Tamil,5.7,104,2020,13+,Movie,Amazon Prime
Ahista Ahista,Hindi,7,117,2006,All,Movie,Amazon Prime
John Wick: Chapter 2,Tamil,7.5,122,2017,18+,Movie,Amazon Prime
SkyBound,Telugu,4.7,81,2017,16+,Movie,Amazon Prime
Kathbirali,Bengali,7.5,110,2020,13+,Movie,Amazon Prime
AK Ayyappanum Koshiyum,Malayalam,7.9,175,2020,All,Movie,Amazon Prime
Double Take,English,5.5,79,2009,NR,Movie,Amazon Prime
Rudra: The Rise Of King Pharaoh,Hindi,None,90,2020,7+,Movie,Amazon Prime
Lady Tiger,Telugu,3.4,130,2019,13+,Movie,Amazon Prime
Mr. Bakra,Kannada,7.6,125,2005,NR,Movie,Amazon Prime
Shortkut - The Con Is On,Hindi,3.4,132,2009,13+,Movie,Amazon Prime
Brains in Danger: What's Behind the Rise of Autism?,English,None,56,2017,18+,Movie,Amazon Prime
Agni Devi,Tamil,4.9,101,2019,NR,Movie,Amazon Prime
Action Jackson,Hindi,5.5,143,2014,NR,Movie,Amazon Prime
Okka Magaadu,Telugu,2.1,170,2008,18+,Movie,Amazon Prime
Bichhoo,Hindi,5,154,2000,18+,Movie,Amazon Prime
Women of Freedom,English,6,56,2020,13+,Movie,Amazon Prime
Chandi Rani,Telugu,None,130,1999,NR,Movie,Amazon Prime
Elizabeth II: A Queen’s Revolution,English,None,53,2019,13+,Movie,Amazon Prime
Sadrishavakyam 24:29,Malayalam,4.6,127,2017,13+,Movie,Amazon Prime
Saving Private Ryan,English,8.6,169,1998,18+,Movie,Amazon Prime
Rahasya The Bhoutik,Bengali,3,113,2010,13+,Movie,Amazon Prime
Sye Raa Narasimha Reddy (Telugu),Telugu,7.4,169,2019,13+,Movie,Amazon Prime
Tashan,Hindi,3.8,147,2008,13+,Movie,Amazon Prime
Bliss,English,5.3,103,2021,16+,Movie,Amazon Prime
Chaukat Raja,Marathi,7.4,149,1991,All,Movie,Amazon Prime
The Wailing,Hindi,7.5,149,2016,18+,Movie,Amazon Prime
Prema Sakshiga,Telugu,None,121,2001,NR,Movie,Amazon Prime
Inspector Gadget's Last Case,English,4.9,73,2002,7+,Movie,Amazon Prime
Godzilla: King of The Monsters,Tamil,6,131,2019,16+,Movie,Amazon Prime
Antaranga,Bengali,None,129,1988,NR,Movie,Amazon Prime
Dragon Blade,Hindi,6,127,2015,13+,Movie,Amazon Prime
Traffic Signal,Hindi,6.6,125,2007,13+,Movie,Amazon Prime
Lage Raho Munna Bhai,Hindi,8.1,139,2006,All,Movie,Amazon Prime
Vampires Suck,English,3.4,82,2010,16+,Movie,Amazon Prime
Yoddha,Telugu,8.4,123,1992,NR,Movie,Amazon Prime
Periya Veetu Pannakkaran,Tamil,5.6,122,1990,NR,Movie,Amazon Prime
Riktha,Kannada,None,111,2017,NR,Movie,Amazon Prime
Drive Angry,Telugu,5.4,100,2011,18+,Movie,Amazon Prime
Mother India,Hindi,8.1,167,None,NR,Movie,Amazon Prime
Geet Sangeet,Bengali,7,135,1994,NR,Movie,Amazon Prime
Death Makes Life Possible,English,7.6,65,2020,13+,Movie,Amazon Prime
Ahare Mon,Bengali,7.2,111,2019,13+,Movie,Amazon Prime
Wedding Cha Shinema,Marathi,6.9,137,2019,All,Movie,Amazon Prime
A Beautiful Day in the Neighborhood,Hindi,7.3,108,2019,All,Movie,Amazon Prime
Love Aaj Kal Porshu,Bengali,6.1,102,2020,13+,Movie,Amazon Prime
Prema Pavuralu,Telugu,7.3,184,1989,All,Movie,Amazon Prime
Quick,Hindi,5.8,107,2011,16+,Movie,Amazon Prime
Geethanjali,Malayalam,3.8,150,2013,13+,Movie,Amazon Prime
Headmaster,Bengali,7.1,83,None,NR,Movie,Amazon Prime
Kaatrin Mozhi,Tamil,7.4,147,2018,7+,Movie,Amazon Prime
Mohacheppu,Malayalam,None,80,1989,NR,Movie,Amazon Prime
Sapoot,Hindi,5.2,152,1996,13+,Movie,Amazon Prime
Dabangg 3 (Kannada),Kannada, 3.2,148,2019,16+,Movie,Amazon Prime
Olympus Has Fallen,English,6.5,114,2013,18+,Movie,Amazon Prime
One Child Nation,English,7.5,88,2019,18+,Movie,Amazon Prime
Bhoot Bungla,Hindi,6.5,136,None,18+,Movie,Amazon Prime
The Legend Of Ben Hall,English,5.8,139,2017,16+,Movie,Amazon Prime
Bazaar,Hindi,None,120,1982,All,Movie,Amazon Prime
Chalte Chalte,Telugu,6.6,134,2018,All,Movie,Amazon Prime
Bhai Amar Bhai,Bengali,None,153,2017,13+,Movie,Amazon Prime
Andha Atit,Bengali,6.3,105,1972,NR,Movie,Amazon Prime
Mr. Right,English,6.3,95,2016,18+,Movie,Amazon Prime
Johar In Bombay,Hindi,6.4,98,None,All,Movie,Amazon Prime
Time Machine,Hindi,5.6,40,2016,13+,Movie,Amazon Prime
Edaina Jaragocchu,Telugu,3.9,127,2019,13+,Movie,Amazon Prime
Nishchaiy,Hindi,3.9,146,1992,All,Movie,Amazon Prime
Rajendrudu Gajendrudu,Telugu,7.2,127,1993,All,Movie,Amazon Prime
Srimannarayana,Telugu,4.2,138,2012,18+,Movie,Amazon Prime
Chikati Gadilo Chithakotudu,Telugu,4.8,106,2019,18+,Movie,Amazon Prime
Nishabdham (Telugu),Telugu,3.8,125,2020,16+,Movie,Amazon Prime
Catch Me If You Can,English,8.1,140,2002,16+,Movie,Amazon Prime
Agnishikha,Bengali,None,85,1999,NR,Movie,Amazon Prime
Seal,Hindi,None,12,2018,All,Movie,Amazon Prime
Bheemili Kabaddi Jattu,Telugu,None,143,2010,All,Movie,Amazon Prime
Challenge 2,Bengali,None,161,2017,13+,Movie,Amazon Prime
Soldiers of Fortune,English,4.3,93,2012,18+,Movie,Amazon Prime
Barbie Dreamtopia,English,6.4,46,2016,7+,Movie,Amazon Prime
Rampage,Telugu,6.1,107,2018,13+,Movie,Amazon Prime
Bandish,Hindi,4.4,107,None,NR,Movie,Amazon Prime
Gujjubhai The Great,Gujarati, 8.2,137,2015,All,Movie,Amazon Prime
Vinta Mogudu,Telugu,8.6,131,1985,NR,Movie,Amazon Prime
Abhimanyu - Telugu,Telugu,None,122,1999,NR,Movie,Amazon Prime
XXX: State of the Union,Marathi,4.5,100,2005,16+,Movie,Amazon Prime
Happy Birthday to John,English,6.4,24,1995,NR,Movie,Amazon Prime
KAASH,Hindi,None,126,1987,All,Movie,Amazon Prime
Final Destination 5,English,5.8,91,2011,18+,Movie,Amazon Prime
Ganesh Talkies,Bengali,5.1,130,2013,All,Movie,Amazon Prime
Mala Aai Vhhaychy,Marathi,7.8,128,2011,All,Movie,Amazon Prime
Iniyum Oru Janmam,Malayalam,None,92,1985,NR,Movie,Amazon Prime
Mujhse Dosti Karoge,Hindi,5.1,148,2002,All,Movie,Amazon Prime
vazhunnor,Malayalam,5.9,156,1999,All,Movie,Amazon Prime
Gangstar King,Bengali,None,128,2018,13+,Movie,Amazon Prime
Paharganj,Hindi,4.6,104,2019,18+,Movie,Amazon Prime
The Last Color,Hindi,7.8,90,2020,18+,Movie,Amazon Prime
AAYUSHMANBHAVA,Kannada, 6.2,143,2019,13+,Movie,Amazon Prime
Sakka Podu Podu Raja,Tamil,4.3,124,2017,13+,Movie,Amazon Prime
Acp Ranveer,Bengali,None,156,2018,13+,Movie,Amazon Prime
Appu,Malayalam,6.5,139,1990,All,Movie,Amazon Prime
N.T.R: Mahanayakudu,Telugu,5.4,124,2019,All,Movie,Amazon Prime
Local Boy,Telugu,5.7,140,2020,All,Movie,Amazon Prime
Nee Bareda Kadambari,Kannada,7.7,136,1985,NR,Movie,Amazon Prime
Cheel Zadap,Gujarati, 5.2,117,2019,13+,Movie,Amazon Prime
Mithai,Malayalam,4.3,137,2019,13+,Movie,Amazon Prime
Mana Oori Ramayanam,Telugu,6.9,108,2016,All,Movie,Amazon Prime
Veertaa,Hindi,None,149,1993,All,Movie,Amazon Prime
Charade,English,7.9,113,None,18+,Movie,Amazon Prime
Rudra Thandavam - 1978,Tamil,5.9,134,1978,NR,Movie,Amazon Prime
Kya Kehna!,Hindi,5.9,149,2000,13+,Movie,Amazon Prime
Ki Kore Toke Bolbo,Bengali,5.9,149,2017,13+,Movie,Amazon Prime
Chakkiligintha,Telugu,6.3,142,2014,13+,Movie,Amazon Prime
The Final Countdown,English,6.7,102,1980,18+,Movie,Amazon Prime
Subhamangal Savadhan,Marathi,7.9,139,1992,All,Movie,Amazon Prime
Parasmani,Hindi,6.4,131,None,All,Movie,Amazon Prime
Aar Paar,Hindi,6.2,139,1985,All,Movie,Amazon Prime
Saint Peter in Gallicantu,English,None,52,2020,13+,Movie,Amazon Prime
Tootsie,English,7.4,116,1982,NR,Movie,Amazon Prime
Kalyanam,Malayalam,5.5,113,2018,All,Movie,Amazon Prime
Badshah-The Don,Bengali,None,156,2016,All,Movie,Amazon Prime
Aasaiyil Oru Kaditham,Tamil,4.8,126,1999,13+,Movie,Amazon Prime
Knock Knock,Tamil,4.9,99,2015,18+,Movie,Amazon Prime
Melmaruvathur Adhiparasakthi,Tamil,None,136,1986,NR,Movie,Amazon Prime
Shiva: Journey To Plunotaria,Hindi,None,80,2020,7+,Movie,Amazon Prime
Ponnar Sankar,Tamil,3.8,134,2011,All,Movie,Amazon Prime
Under The Radar,English,None,44,2020,13+,Movie,Amazon Prime
Ayogya (Telugu),Telugu,None,137,2019,13+,Movie,Amazon Prime
Agent Gopi,Telugu,7.6,129,1978,NR,Movie,Amazon Prime
Thappu,Telugu,None,75,2007,NR,Movie,Amazon Prime
Tum Jo Mile - A Sweet Love Story,Hindi,None,125,2010,NR,Movie,Amazon Prime
Patriots Day,English,7.4,133,2017,18+,Movie,Amazon Prime
Morya,Marathi,7.2,121,2011,13+,Movie,Amazon Prime
Phamous,Hindi,3.8,109,2018,18+,Movie,Amazon Prime
The Bourne Identity,Hindi,7.9,118,2002,13+,Movie,Amazon Prime
Dishkiyaoon,Hindi,5.2,118,2014,NR,Movie,Amazon Prime
The Ruins of Raqqa,English,None,43,2019,13+,Movie,Amazon Prime
Pratigyabadh,Hindi,5.7,162,1991,All,Movie,Amazon Prime
Titas Ekti Nadir Naam,Bengali,None,148,2017,13+,Movie,Amazon Prime
Premeswari,Telugu,None,69,2002,NR,Movie,Amazon Prime
Dharmapuri,Tamil,4.4,146,2006,All,Movie,Amazon Prime
Lone Survivor,English,7.5,116,2014,16+,Movie,Amazon Prime
The Bourne Ultimatum,Hindi,8,115,2007,13+,Movie,Amazon Prime
Mission Possible,Marathi,5.8,100,2010,13+,Movie,Amazon Prime
Aapne Toh Chhie Bindaas,Gujarati,None,177,2016,All,Movie,Amazon Prime
The Descent Part 2,Hindi,5.8,89,2010,18+,Movie,Amazon Prime
Bouma,Bengali,6.5,147,2019,13+,Movie,Amazon Prime
Armaan - Story Of A Story Teller,Gujarati,5.6,99,2017,All,Movie,Amazon Prime
Dharasnan,Bengali,5.3,143,2018,NR,Movie,Amazon Prime
Dabangg 3 (Telugu),Telugu,None,156,2019,16+,Movie,Amazon Prime
Kush,Hindi,7.8,25,2013,18+,Movie,Amazon Prime
Shubh Mangal Saavdhan,Hindi,6.9,104,2017,NR,Movie,Amazon Prime
Simhasanam,Malayalam,3,159,2012,13+,Movie,Amazon Prime
Naalum Therinthavan,Tamil,None,134,1968,NR,Movie,Amazon Prime
Letha Manasulu,Telugu,7.6,177,None,All,Movie,Amazon Prime
Apan Jan,Bengali,None,112,2017,13+,Movie,Amazon Prime
YZ,Marathi,7.3,145,2016,13+,Movie,Amazon Prime
Othello,English,None,92,None,16+,Movie,Amazon Prime
The Wait,English,None,98,2013,18+,Movie,Amazon Prime
Meet Bill,English,6.2,93,2008,18+,Movie,Amazon Prime
Sasu Numbri Jawai Dus Numbri,Marathi,5,137,2008,All,Movie,Amazon Prime
Jenifer,English,5.9,94,2001,13+,Movie,Amazon Prime
Madura Veeran,Tamil,6.3,119,2018,NR,Movie,Amazon Prime
Kannappanunni,Malayalam,6.7,156,1977,NR,Movie,Amazon Prime
Sanjog,Hindi,6.2,151,1972,All,Movie,Amazon Prime
Journey to the Center of the Earth (2008),English,5.8,92,2008,13+,Movie,Amazon Prime
Anukunnadi Okati Ayinadi Okati,Telugu,4.6,119,2020,18+,Movie,Amazon Prime
Unhinged,Telugu,6,90,2020,18+,Movie,Amazon Prime
Gaon,Hindi,5.5,124,2018,13+,Movie,Amazon Prime
Varavelpu,Malayalam,8.1,145,1989,All,Movie,Amazon Prime
Namastey London,Hindi,7.1,131,2007,All,Movie,Amazon Prime
The Great Gambler,Hindi,6.5,162,1979,18+,Movie,Amazon Prime
Moon,English,7.9,97,2009,18+,Movie,Amazon Prime
Manush Keno Beiman,Bengali,None,134,2019,13+,Movie,Amazon Prime
The Rider & The Wolf,English,None,60,2020,13+,Movie,Amazon Prime
Terminator Salvation,Hindi,6.5,114,2009,13+,Movie,Amazon Prime
Yatra (Tamil),Tamil,8.2,125,2019,13+,Movie,Amazon Prime
Sagaa (Malayalam),Malayalam,None,119,2019,13+,Movie,Amazon Prime
"Agaram (Tamil Language, English Subtitled)",Tamil,None,137,2007,18+,Movie,Amazon Prime
Snehitara Savaal,Kannada,7.7,153,1981,NR,Movie,Amazon Prime
Dark Chocolate,Hindi,4.2,91,2016,18+,Movie,Amazon Prime
Jiban Youban,Bengali,None,152,1997,NR,Movie,Amazon Prime
Pierre Christin - Time-Space,English,None,52,2020,13+,Movie,Amazon Prime
Wake Of Death,Hindi,5.7,84,2004,16+,Movie,Amazon Prime
Yves Saint Laurent – Fire Starter,English,None,42,2018,13+,Movie,Amazon Prime
Be Dune Saade Chaar,Marathi,6.8,132,2009,All,Movie,Amazon Prime
Vadakkumnadhan,Malayalam,6.5,132,2006,All,Movie,Amazon Prime
Yun Hota Toh Kya Hota,Hindi,6.6,115,2006,13+,Movie,Amazon Prime
Jora 10 Numbaria,Punjabi,6.5,135,2017,18+,Movie,Amazon Prime
Aetbaar,Hindi,4.6,143,2004,18+,Movie,Amazon Prime
Dhwaja (Hindi),Hindi,6.5,138,2018,13+,Movie,Amazon Prime
Aakrosh,Hindi,7.9,138,1980,18+,Movie,Amazon Prime
Meesa Madhavan,Malayalam,7.9,150,2002,NR,Movie,Amazon Prime
Komol Gandhar,Bengali,None,124,None,All,Movie,Amazon Prime
Super K (Hindi),Hindi,None,87,2011,All,Movie,Amazon Prime
The Bumble Nums - Season 3,English,None,46,2019,All,Movie,Amazon Prime
White Sauce Chicken Pasta,Bengali,None,4,2020,13+,Movie,Amazon Prime
Thayiya Hone,Kannada,None,139,1985,NR,Movie,Amazon Prime
Ek Adbhut Dakshina - Guru Dakshina,Hindi,None,121,2015,NR,Movie,Amazon Prime
Barsaat Ki Ek Raat,Hindi,6.3,147,1981,All,Movie,Amazon Prime
Subho Muharat,Bengali,None,154,2003,NR,Movie,Amazon Prime
Thayi Kotta Thali,Kannada,None,133,1987,NR,Movie,Amazon Prime
Protidan,Bengali,6.6,142,1983,NR,Movie,Amazon Prime
Ek Taraa,Marathi,7,132,2015,13+,Movie,Amazon Prime
Su Karisu,Gujarati,None,123,2016,13+,Movie,Amazon Prime
Amar Sanghee,Bengali,None,153,2017,13+,Movie,Amazon Prime
Louder Than Bombs,English,6.6,109,2016,16+,Movie,Amazon Prime
Khuda Gawah,Hindi,6.6,185,1992,All,Movie,Amazon Prime
Sati Leelavathi,Telugu,None,127,2005,NR,Movie,Amazon Prime
Rab Ton Sohna Ishq,Punjabi,None,138,2013,13+,Movie,Amazon Prime
Himmat Aur Mehnat,Hindi,None,137,1987,NR,Movie,Amazon Prime
Satya,Telugu,8.2,156,1998,NR,Movie,Amazon Prime
Artificial Intelligence: Creating a Code for Consciousness,English,None,47,2020,13+,Movie,Amazon Prime
Bidrohi,Bengali,6.5,139,1987,NR,Movie,Amazon Prime
Indiana Jones and the Raiders of the Lost Ark,English,8.4,115,1981,18+,Movie,Amazon Prime
Shivanaga,Kannada,None,133,1992,NR,Movie,Amazon Prime
Middle Class Melodies (Tamil),Tamil,7.7,135,2020,16+,Movie,Amazon Prime
Marmaduke,English,4.3,88,2010,All,Movie,Amazon Prime
Cinema Pichoodu,Telugu,None,120,1980,NR,Movie,Amazon Prime
Pauran,Malayalam,4.5,141,2005,NR,Movie,Amazon Prime
Naqaab,Bengali,5.7,159,2019,13+,Movie,Amazon Prime
Nanny McPhee,English,6.5,98,2006,13+,Movie,Amazon Prime
Jalsaghar,Bengali,None,90,2018,13+,Movie,Amazon Prime
Gulama,Kannada,4.8,147,2008,13+,Movie,Amazon Prime
After Earth,Tamil,4.8,99,2013,13+,Movie,Amazon Prime
Antha,Kannada,7.4,124,1981,NR,Movie,Amazon Prime
Travelling with the Jinju,English,None,52,2020,13+,Movie,Amazon Prime
Sarvasva - A Blind Love,Kannada,None,102,2017,13+,Movie,Amazon Prime
Premam,Hindi,7.1,103,2019,All,Movie,Amazon Prime
Judaai,Hindi,5.9,149,1980,All,Movie,Amazon Prime
OK Jaanu,Hindi,5.2,134,2017,13+,Movie,Amazon Prime
Richie (Hindi),Hindi,5.3,98,2019,13+,Movie,Amazon Prime
Balache Baap Brahmachari,Marathi,7.7,140,1988,All,Movie,Amazon Prime
Ora Char Jon,Bengali,None,130,1988,NR,Movie,Amazon Prime
& Jara Hatke,Marathi,2.9,115,2016,NR,Movie,Amazon Prime
Policeodu,Telugu,7.1,157,2016,All,Movie,Amazon Prime
Kapalika,Malayalam,None,131,1983,NR,Movie,Amazon Prime
Sant Gyaneshwar,Hindi,7.9,129,1981,NR,Movie,Amazon Prime
Don't Be Afraid of the Dark,Hindi,5.6,99,2011,18+,Movie,Amazon Prime
Shellfish: From The Sea To Our Plates,English,None,52,2020,13+,Movie,Amazon Prime
Aatma,Hindi,3.8,90,2013,18+,Movie,Amazon Prime
Alvin and the Chipmunks,English,5.2,91,2007,All,Movie,Amazon Prime
Eden,English,4.8,96,2015,18+,Movie,Amazon Prime
24 Mani Neram,Tamil,None,123,1984,NR,Movie,Amazon Prime
The Eagles of the Forest,English,None,53,2019,13+,Movie,Amazon Prime
Sujan Sakhi,Bengali,None,144,1995,NR,Movie,Amazon Prime
Ye Maya Chesave,Telugu,7.7,155,2010,13+,Movie,Amazon Prime
Jumanji: The Next Level,Telugu,6.6,123,2019,13+,Movie,Amazon Prime
Ghost Rider: Spirit Of Vengeance,Telugu,4.3,95,2012,18+,Movie,Amazon Prime
Baap Re Baap,Hindi,6.5,130,None,NR,Movie,Amazon Prime
Ghost Rider: Spirit Of Vengeance,Tamil,4.3,95,2012,18+,Movie,Amazon Prime
The Romantics,English,5.1,96,2010,18+,Movie,Amazon Prime
The Cobbler,English,5.8,97,2015,13+,Movie,Amazon Prime
Barsaat,Hindi,3.8,139,2005,All,Movie,Amazon Prime
Prem Juddho,Bengali,7.4,124,2013,All,Movie,Amazon Prime
Simla Special,Tamil,6.8,137,1982,NR,Movie,Amazon Prime
Swapna Sanchari,Malayalam,6,122,2011,All,Movie,Amazon Prime
The Godfather,English,9.2,177,1972,18+,Movie,Amazon Prime
Nag Nagini,Bengali,None,132,2017,13+,Movie,Amazon Prime
Nayaner Alo,Bengali,None,144,1998,NR,Movie,Amazon Prime
Super Bheem Aur Avinashi Trimoorthy,Hindi,None,65,2019,7+,Movie,Amazon Prime
Lagna Mubarak,Marathi,6.1,130,2018,13+,Movie,Amazon Prime
Krishnan Vanthan,Tamil,None,124,1987,NR,Movie,Amazon Prime
Kong: Skull Island,Hindi,6.6,118,2017,16+,Movie,Amazon Prime
Shantilal O Projapoti Rohoshyo,Bengali,5.9,101,2020,13+,Movie,Amazon Prime
Don,Hindi,7.2,168,2006,13+,Movie,Amazon Prime
Mandyada Gandu,Kannada,None,144,1994,NR,Movie,Amazon Prime
Dev,Hindi,6.9,164,2004,18+,Movie,Amazon Prime
Vamizi: Cradle of Coral,English,7.2,52,2020,13+,Movie,Amazon Prime
Swapna Sundari,Telugu,None,127,None,NR,Movie,Amazon Prime
Srivari Priyuralu,Telugu,None,134,1994,NR,Movie,Amazon Prime
